Year,State,District,Republican,Democrat
1998,Pennsylvania,2,16001,102763
1998,Pennsylvania,3,45390,66270
1998,Pennsylvania,4,58485,103183
1998,Pennsylvania,5,99502,65558*
1998,Pennsylvania,6,54579,85374
1998,Pennsylvania,7,119491,46920
1998,Pennsylvania,8,93697,48320
1998,Pennsylvania,9,125409,44699*
1998,Pennsylvania,10,84275,83760
1998,Pennsylvania,11,44123,88933
1998,Pennsylvania,12,46239,100528
1998,Pennsylvania,13,85915,95105
1998,Pennsylvania,14,52745,83355
1998,Pennsylvania,15,81755,66930
1998,Pennsylvania,16,95979,40092
1998,Pennsylvania,17,114931,44963*
1998,Pennsylvania,18,46945,98363
1998,Pennsylvania,19,96284,40674
1998,Pennsylvania,20,67642*,97885
1998,Pennsylvania,21,94518,54591
1998,Pennsylvania,Senate,1814180,1028839
1998,Rhode Island,1,38460,92788
1998,Rhode Island,2,38170,110917
1998,South Carolina,1,118414,70085*
1998,South Carolina,2,119538,84864
1998,South Carolina,3,129047,68418*
1998,South Carolina,4,105264,73314
1998,South Carolina,5,66367,95696
1998,South Carolina,6,41421,116507
1998,South Carolina,Senate,488238,563377
1998,Tennessee,1,68904,30710
1998,Tennessee,2,90860,36729*
1998,Tennessee,3,75100,37144
1998,Tennessee,4,62829,42627
1998,Tennessee,5,24879*,74611
1998,Tennessee,6,62277,75055
1998,Tennessee,7,91503,42308*
1998,Tennessee,8,31771*,76803
1998,Tennessee,9,18078,75428
1998,Texas,1,55191,80788
1998,Texas,2,56891,81556
1998,Texas,3,106690,36980*
1998,Texas,4,58954,82989
1998,Texas,5,61714,48073
1998,Texas,6,112957,40112
1998,Texas,7,111010,28165*
1998,Texas,8,123372,44465*
1998,Texas,9,49107,86055
1998,Texas,10,85473*,116127
1998,Texas,11,55247*,71142
1998,Texas,12,66740,39084
1998,Texas,13,81141,37027
1998,Texas,14,84459,68014
1998,Texas,15,34221,47957
1998,Texas,16,28058*,67486
1998,Texas,17,63700,75367
1998,Texas,18,21946*,82091
1998,Texas,19,108266,21162
1998,Texas,20,28347,50356
1998,Texas,21,165047,48295*
1998,Texas,22,87840,45386
1998,Texas,23,73177,40281
1998,Texas,24,40105,56321
1998,Texas,25,41848,58591
1998,Texas,26,120332,42797*
1998,Texas,27,34284,61638
1998,Texas,28,22303*,71849
1998,Texas,29,17782*,44179
1998,Texas,30,21338,57603
1998,Utah,1,109708,49307
1998,Utah,2,93718,77198
1998,Utah,3,100830,77561*
1998,Utah,Senate,316652,163172
1998,Virginia,1,76474,49216*
1998,Virginia,2,52501*,67975
1998,Virginia,3,10462*,48129
1998,Virginia,4,17549*,64563
1998,Virginia,5,43053*,73097
1998,Virginia,6,89177,39487
1998,Virginia,7,77044,28692*
1998,Virginia,8,48352,97545
1998,Virginia,9,55918,87163
1998,Virginia,10,103648,36476
1998,Virginia,11,91603,50069*
1998,Washington,1,99910,112726
1998,Washington,2,124125,100776
1998,Washington,3,99855,120364
1998,Washington,4,121684,43043
1998,Washington,5,110040,73545
1998,Washington,6,66291,143308
1998,Washington,7,43066*,183076
1998,Washington,8,135539,91371
1998,Washington,9,61108,111948
1998,Washington,Senate,785377,1103184
1998,West Virginia,1,54010*,105101
1998,West Virginia,2,29136,99357
1998,West Virginia,3,37218*,78814
1998,Wisconsin,1,108475,81164
1998,Wisconsin,2,103528,116377
1998,Wisconsin,3,51001,128256
1998,Wisconsin,4,76666,105841
1998,Wisconsin,5,33506,121129
1998,Wisconsin,6,144144,61145*
1998,Wisconsin,7,75049,115613
1998,Wisconsin,8,112418,93441
1998,Wisconsin,9,175533,60719*
1998,Wisconsin,Senate,852272,890059
1996,Alabama,1,132206,69470
1996,Alabama,2,132563,74317
1996,Alabama,3,98353,92325
1996,Alabama,4,102741,99250
1996,Alabama,5,86727,114442
1996,Alabama,6,180781,69592
1996,Alabama,7,52142,136651
1996,Alabama,Senate,786436,681651
1996,Alabama,President,769044,662165
1996,Arizona,1,135634,89738
1996,Arizona,2,38786,81982
1996,Arizona,3,175231,88214
1996,Arizona,4,150486,74857
1996,Arizona,5,179349,67597
1996,Arizona,6,121431,118957
1996,Arizona,President,622073,653288
1996,Arkansas,1,88436,105280
1996,Arkansas,2,104548,114841
1996,Arkansas,3,137093,102994
1996,Arkansas,4,125956,72391
1996,Arkansas,Senate,445942,400241
1996,Arkansas,President,325416,475171
1996,California,1,110243,96522
1996,California,2,144913,80401
1996,California,3,91134,118663
1996,California,4,164048,97948
1996,California,5,52940,142618
1996,California,6,86278,156958
1996,California,7,42542,137089
1996,California,8,25739,175216
1996,California,9,37126,154806
1996,California,10,133633,137726
1996,California,11,107477,65536
1996,California,12,49276,149049
1996,California,13,53385,114408
1996,California,14,71571,148773
1996,California,15,132737,79048
1996,California,16,43197,94020
1996,California,17,73856,115116
1996,California,18,52695,108827
1996,California,19,137402,58452
1996,California,20,45276,65381
1996,California,21,125916,50694
1996,California,22,107987,118299
1996,California,23,118880,70035
1996,California,24,93629,106193
1996,California,25,122428,65089
1996,California,26,29332,67525
1996,California,27,95310,82014
1996,California,28,113389,69037
1996,California,29,52857,145278
1996,California,30,15078,58283
1996,California,31,28705,69285
1996,California,32,18768,124712
1996,California,33,8147,47478
1996,California,34,36852,94730
1996,California,35,13116,92762
1996,California,36,98538,117752
1996,California,37,15399,87247
1996,California,38,88136,71627
1996,California,39,120761,61392
1996,California,40,98821,44102
1996,California,41,83934,47346
1996,California,42,51170,52166
1996,California,43,97247,67422
1996,California,44,110643,73844
1996,California,45,125326,68312
1996,California,46,46980,47964
1996,California,47,160078,70362
1996,California,48,145814,59558
1996,California,49,108806,86657
1996,California,50,38351,73200
1996,California,51,149032,66250
1996,California,52,116746,53104
1996,California,President,3828381,5119835
1996,Colorado,1,79540,112631
1996,Colorado,2,97865,145894
1996,Colorado,3,183523,82953
1996,Colorado,4,137012,92837
1996,Colorado,5,188805,73660
1996,Colorado,6,146018,88600
1996,Colorado,Senate,750315,667600
1996,Colorado,President,691848,671152
1996,Connecticut,1,53666,145169
1996,Connecticut,2,100332,106544
1996,Connecticut,3,59335,137108
1996,Connecticut,4,121949,75902
1996,Connecticut,5,98782,105359
1996,Connecticut,6,113020,104225
1996,Connecticut,President,483109,735740
1996,Florida,1,175946,66495
1996,Florida,2,94122,138151
1996,Florida,3,62196,98085
1996,Florida,4,203090*,94587*
1996,Florida,5,100051,161050
1996,Florida,6,161527,78908
1996,Florida,7,143667,87832
1996,Florida,8,136515,65794
1996,Florida,9,161708,73809
1996,Florida,10,114443,57375
1996,Florida,11,78881,108522
1996,Florida,12,122584,76513
1996,Florida,13,173671,96098
1996,Florida,14,176992,63842
1996,Florida,15,139014,115981
1996,Florida,16,175714,98827
1996,Florida,17,14525,114638
1996,Florida,18,123659,93287*
1996,Florida,19,99101,188766
1996,Florida,20,85777,159256
1996,Florida,21,125469,42379*
1996,Florida,22,137098,84517
1996,Florida,23,36907,102161
1996,Florida,President,2244536,2546870
1996,Georgia,1,108616,50622
1996,Georgia,2,75282,88256
1996,Georgia,3,120251,76538
1996,Georgia,4,92985,127157
1996,Georgia,5,38860*,136555
1996,Georgia,6,174155,127135
1996,Georgia,7,112009,81765
1996,Georgia,8,93619,84506
1996,Georgia,9,132532,69662
1996,Georgia,10,96723,88054
1996,Georgia,11,145821,80940
1996,Georgia,Senate,1073969,1103993
1996,Georgia,President,1080843,1053849
1996,Hawaii,1,80053,86732
1996,Hawaii,2,55729,109178
1996,Hawaii,President,113943,205012
1996,Idaho,1,132344,125889
1996,Idaho,2,157646,67625
1996,Idaho,Senate,283532,198422
1996,Idaho,President,256595,165443
1996,Illinois,1,25659,174005
1996,Illinois,2,19077*,172648
1996,Illinois,3,67214,137153
1996,Illinois,4,16553*,85278
1996,Illinois,5,65768,117544
1996,Illinois,6,132401,68807
1996,Illinois,7,27241,149568
1996,Illinois,8,127763,74068
1996,Illinois,9,71763,124319
1996,Illinois,10,145626,65144
1996,Illinois,11,109896,102388
1996,Illinois,12,55690,150005
1996,Illinois,13,141651,94693
1996,Illinois,14,134432,74332
1996,Illinois,15,121019,90065
1996,Illinois,16,137523,90575
1996,Illinois,17,109240,120008
1996,Illinois,18,143110,98413
1996,Illinois,19,75751,158668
1996,Illinois,20,120926,119688
1996,Illinois,Senate,1728824,2384028
1996,Illinois,President,1587021,2341744
1996,Indiana,1,56418,133553
1996,Indiana,2,123113,85105
1996,Indiana,3,80699,114288
1996,Indiana,4,121344,81740
1996,Indiana,5,125191,63578
1996,Indiana,6,193193,59661
1996,Indiana,7,130010,72705
1996,Indiana,8,109860,106201
1996,Indiana,9,96442,128123
1996,Indiana,10,72796,85965
1996,Indiana,President,1006693,887424
1996,Iowa,1,129242,111595
1996,Iowa,2,127827,109731
1996,Iowa,3,111895,115914
1996,Iowa,4,133419,119790
1996,Iowa,5,147576,75785
1996,Iowa,Senate,571807,634166
1996,Iowa,President,492644,620258
1996,Kansas,1,191899,63948
1996,Kansas,2,131592,114644
1996,Kansas,3,139169,126848
1996,Kansas,4,128486,119544
1996,Kansas,Senate,652677,362380
1996,Kansas,President,583245,387659
1996,Kentucky,1,111473,96684
1996,Kentucky,2,125433,90483
1996,Kentucky,3,126625,125326
1996,Kentucky,4,149135,68939
1996,Kentucky,5,117842,37441*
1996,Kentucky,6,100231,125999
1996,Kentucky,Senate,724794,507431
1996,Kentucky,President,623283,636614
1996,Louisiana,1,191379*,40917*
1996,Louisiana,2,42672*,176935*
1996,Louisiana,3,143446*,132412*
1996,Louisiana,4,122678*,43600*
1996,Louisiana,5,135990,97363
1996,Louisiana,6,109398*,72343*
1996,Louisiana,7,48562*,241800
1996,Louisiana,Senate,847157,852945
1996,Louisiana,President,712586,927837
1996,Maine,1,140354,173745
1996,Maine,2,70856,205439
1996,Maine,Senate,298422,266226
1996,Maine,President,186378,312788
1996,Maryland,1,131033,81825
1996,Maryland,2,143075,88344
1996,Maryland,3,63229,130204
1996,Maryland,4,24700,142094
1996,Maryland,5,91806,121288
1996,Maryland,6,132853,100910
1996,Maryland,7,22929,115764
1996,Maryland,8,152538,96229
1996,Maryland,President,681530,966207
1996,Massachusetts,1,115801,129232
1996,Massachusetts,2,49885,162995
1996,Massachusetts,3,115694,135044
1996,Massachusetts,4,72701,183844
1996,Massachusetts,5,75902*,183429
1996,Massachusetts,6,132642,133002
1996,Massachusetts,7,76407,177053
1996,Massachusetts,8,27303,147126
1996,Massachusetts,9,66079,172009
1996,Massachusetts,10,123520,160745
1996,Massachusetts,Senate,1143120,1334135
1996,Massachusetts,President,718058,1571509
1996,Michigan,1,69957,181486
1996,Michigan,2,165608,83603
1996,Michigan,3,169466,72791
1996,Michigan,4,159561,79691
1996,Michigan,5,65542,162675
1996,Michigan,6,146170,66243
1996,Michigan,7,120227,93725
1996,Michigan,8,115836,141086
1996,Michigan,9,89733,136856
1996,Michigan,10,106444,132829
1996,Michigan,11,169165,99303
1996,Michigan,12,94235,133436
1996,Michigan,13,89907,123133
1996,Michigan,14,22152,157722
1996,Michigan,15,16009,143683
1996,Michigan,16,78723,136854
1996,Michigan,Senate,1500106,2195738
1996,Michigan,President,1481212,1989653
1996,Minnesota,1,137486,123147
1996,Minnesota,2,107807,144083
1996,Minnesota,3,205816,87350
1996,Minnesota,4,94110,145831
1996,Minnesota,5,70109,158261
1996,Minnesota,6,129988,164921
1996,Minnesota,7,80132,170936
1996,Minnesota,8,69460,185333
1996,Minnesota,Senate,901194,1098430
1996,Minnesota,President,766395,1120380
1996,Mississippi,1,123724,55998
1996,Mississippi,2,65263,102503
1996,Mississippi,3,115443,68658
1996,Mississippi,4,112444,66836
1996,Mississippi,5,71114,103415
1996,Mississippi,Senate,624154,240647
1996,Mississippi,President,439838,394022
1996,Missouri,1,51857,131659
1996,Missouri,2,165999,100372
1996,Missouri,3,90202,137300
1996,Missouri,4,81650,153566
1996,Missouri,5,61802,144223
1996,Missouri,6,72064,169006
1996,Missouri,7,162558,79306
1996,Missouri,8,23477,83084
1996,Missouri,9,123580,117685
1996,Missouri,President,890016,1025935
1996,Nebraska,1,157108,67152
1996,Nebraska,2,125201,88447
1996,Nebraska,3,167758,48833
1996,Nebraska,Senate,379933,281904
1996,Nebraska,President,363467,236761
1996,Nevada,1,86472,75081
1996,Nevada,2,162310,97742
1996,Nevada,President,199244,203974
1996,New Hampshire,1,123939,115462
1996,New Hampshire,2,122957,105824
1996,New Hampshire,Senate,242257,227355
1996,New Hampshire,President,196486,246166
1996,New Jersey,1,44287,160413
1996,New Jersey,2,133131,83890
1996,New Jersey,3,157503,81590
1996,New Jersey,4,146404,77565
1996,New Jersey,5,181323,62956
1996,New Jersey,6,73402,124635
1996,New Jersey,7,128821,97285
1996,New Jersey,8,92609,98861
1996,New Jersey,9,89005,117646
1996,New Jersey,10,22086,127126
1996,New Jersey,11,169091,78742
1996,New Jersey,12,135811,125594
1996,New Jersey,13,25427,115459
1996,New Jersey,Senate,1227351,1519154
1996,New Jersey,President,1103099,1652361
1996,New Mexico,1,109290,71635
1996,New Mexico,2,95091,74915
1996,New Mexico,3,56580,124594
1996,New Mexico,Senate,357171,164356
1996,New Mexico,President,232751,273495
1996,New York,1,90001,93816
1996,New York,2,97105,53055
1996,New York,3,111310,93145
1996,New York,4,78004,119946
1996,New York,5,59394,116005
1996,New York,6,13986,102799
1996,New York,7,24826,78848
1996,New York,8,25005,123809
1996,New York,9,27829,102556
1996,New York,10,6827,97125
1996,New York,11,5369,87559
1996,New York,12,7824,58947
1996,New York,13,74836,51448
1996,New York,14,42641,122504
1996,New York,15,5951,108680
1996,New York,16,2878,86971
1996,New York,17,11488,97891
1996,New York,18,51656,118194
1996,New York,19,98705,83975
1996,New York,20,122479,77756
1996,New York,21,62630,136964
1996,New York,22,119467,94192
1996,New York,23,118653,50436
1996,New York,24,108777,43692
1996,New York,25,106327,103199
1996,New York,26,78946,117097
1996,New York,27,117818,91679
1996,New York,28,85038,133084
1996,New York,29,66438,126210
1996,New York,30,97320,97686
1996,New York,31,119395,49502
1996,New York,President,1738707,3649630
1996,North Carolina,1,54666,108759
1996,North Carolina,2,98951,113820
1996,North Carolina,3,118159,68887
1996,North Carolina,4,126466,157194
1996,North Carolina,5,130177,74320
1996,North Carolina,6,167828,58022
1996,North Carolina,7,75811,87487
1996,North Carolina,8,81676,103129
1996,North Carolina,9,147755,83078
1996,North Carolina,10,158585,65103
1996,North Carolina,11,132860,91257
1996,North Carolina,12,46581,124675
1996,North Carolina,Senate,1345833,1173875
1996,North Carolina,President,1225938,1107849
1996,Ohio,1,118324,94719
1996,Ohio,2,186853,58715
1996,Ohio,3,75732,144583
1996,Ohio,4,147608,69096
1996,Ohio,5,145892,81170
1996,Ohio,6,111907,118003
1996,Ohio,7,158087,61419
1996,Ohio,8,165815,61515
1996,Ohio,9,46040,170617
1996,Ohio,10,104546,110723
1996,Ohio,11,28821,153546
1996,Ohio,12,151667,78762
1996,Ohio,13,87108,148690
1996,Ohio,14,95307,124136
1996,Ohio,15,156776,64665
1996,Ohio,16,159314,64902
1996,Ohio,17,100558*,218283
1996,Ohio,18,117365,108332
1996,Ohio,19,135012,101152
1996,Ohio,President,1859883,2148222
1996,Oklahoma,1,143415,57996
1996,Oklahoma,2,112273,90120
1996,Oklahoma,3,98526,86647
1996,Oklahoma,4,106923,73950
1996,Oklahoma,5,148362,57594
1996,Oklahoma,6,113499,64173
1996,Oklahoma,Senate,670610,474162
1996,Oklahoma,President,582315,488105
1996,Oregon,1,126146,144588
1996,Oregon,2,164062,97195
1996,Oregon,3,65259,165922
1996,Oregon,4,76649,177270
1996,Oregon,5,125409,139521
1996,Oregon,Senate,677336,624370
1996,Oregon,President,538152,649641
1996,Pennsylvania,1,20734,145210
1996,Pennsylvania,2,23047,168887
1996,Pennsylvania,3,54681,121120
1996,Pennsylvania,4,79448,142621
1996,Pennsylvania,5,116303,76627
1996,Pennsylvania,6,80061,115193
1996,Pennsylvania,7,165087,79875
1996,Pennsylvania,8,133749,79856
1996,Pennsylvania,9,142105,50650
1996,Pennsylvania,10,124670,75536
1996,Pennsylvania,11,60339,128258
1996,Pennsylvania,12,58643,136815
1996,Pennsylvania,13,120304,120220
1996,Pennsylvania,14,78921,122922
1996,Pennsylvania,15,82803,109812
1996,Pennsylvania,16,124511,78598
1996,Pennsylvania,17,150678,57911
1996,Pennsylvania,18,86829,120410
1996,Pennsylvania,19,130716,74944
1996,Pennsylvania,20,97004,113394
1996,Pennsylvania,21,106875,104004
1996,Pennsylvania,President,1801169,2215819
1996,Rhode Island,1,49199,121781
1996,Rhode Island,2,58458,118827
1996,Rhode Island,Senate,127368,230676
1996,Rhode Island,President,104683,233050
1996,South Carolina,1,138467,81953*
1996,South Carolina,2,158229,112896*
1996,South Carolina,3,114273,73417
1996,South Carolina,4,138165,54126
1996,South Carolina,5,81455,97335
1996,South Carolina,6,51974,120132
1996,South Carolina,Senate,619859,510951
1996,South Carolina,President,573339,506152
1996,Tennessee,1,117676,58657
1996,Tennessee,2,150953,61020
1996,Tennessee,3,113408,85714
1996,Tennessee,4,103091,73331
1996,Tennessee,5,46201,140264
1996,Tennessee,6,94599,123846
1996,Tennessee,7,126737,64512
1996,Tennessee,8,55024,123681
1996,Tennessee,9,70951,116345
1996,Tennessee,Senate,1091554,654937
1996,Tennessee,President,863530,909146
1996,Texas,1,93105,102697
1996,Texas,2,89838,102908
1996,Texas,3,142325,47654
1996,Texas,4,71065,132126
1996,Texas,5,80196,70922
1996,Texas,6,160800,57102*
1996,Texas,7,152024,28187
1996,Texas,8,51370,18515*
1996,Texas,9,52870,59225
1996,Texas,10,97204,132066
1996,Texas,11,74549,99990
1996,Texas,12,98349,69859
1996,Texas,13,116098,56066
1996,Texas,14,99961,93200
1996,Texas,15,50914,86347
1996,Texas,16,35271,90260
1996,Texas,17,91429,99678
1996,Texas,18,27165,110523
1996,Texas,19,156910,38316
1996,Texas,20,47616,88190
1996,Texas,21,205830,60338
1996,Texas,22,126056,59030
1996,Texas,23,101332,59596
1996,Texas,24,54551,82503
1996,Texas,25,21892,29396
1996,Texas,26,163708,58623
1996,Texas,27,50964,97350
1996,Texas,28,34191,110148
1996,Texas,29,28381,61751
1996,Texas,30,28425,79397
1996,Texas,Senate,3027680,2428776
1996,Texas,President,2736167,2459683
1996,Utah,1,150126,65866
1996,Utah,2,129963,100283
1996,Utah,3,106220,98178
1996,Utah,President,386309,264327
1996,Virginia,1,165574,106557*
1996,Virginia,2,57586,106215
1996,Virginia,3,25781,118603
1996,Virginia,4,43516,160100
1996,Virginia,5,70869,120323
1996,Virginia,6,133576,61485
1996,Virginia,7,189644,51206
1996,Virginia,8,64562,152334
1996,Virginia,9,58055,122908
1996,Virginia,10,169266,59145
1996,Virginia,11,138758,74701
1996,Virginia,Senate,1235744,1115982
1996,Virginia,President,1138350,1091060
1996,Washington,1,141948,122187
1996,Washington,2,124655,122728
1996,Washington,3,123117,122230
1996,Washington,4,108647,96502
1996,Washington,5,131618,105166
1996,Washington,6,71337,155467
1996,Washington,7,49341,209753
1996,Washington,8,170691,90340
1996,Washington,9,99199,105236
1996,Washington,President,840712,1123323
1996,West Virginia,1,88047*,171334
1996,West Virginia,2,63933,141551
1996,West Virginia,3,68733*,145550
1996,West Virginia,Senate,139088,456526
1996,West Virginia,President,233946,327812
1996,Wisconsin,1,118408,114148
1996,Wisconsin,2,154557,110467
1996,Wisconsin,3,112146,121967
1996,Wisconsin,4,98438,134470
1996,Wisconsin,5,47384,141179
1996,Wisconsin,6,169213,55377
1996,Wisconsin,7,103365,137428
1996,Wisconsin,8,119398,129551
1996,Wisconsin,9,197910,67740
1996,Wisconsin,President,845029,1071971
